Lot Frontage,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Cars,Paved Drive,Pool QC,Mo Sold,SalePrice,Misc Feature_Shed,Alley_Pave,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,MS Zoning_C,MS Zoning_FV,MS Zoning_RL,MS Zoning_RM,Land Contour_Bnk,Land Contour_HLS,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NWAmes,Neighborhood_Names,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Bldg Type_1Fam,Bldg Type_2FmCon,Bldg Type_TwnhsE,Bldg Type_TwnhsI,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Hip,Roof Matl_CompShg,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Central Air_Y,Sale Type_COD,Sale Type_New,Sale Type_WD,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_70,MS SubClass_85,MS SubClass_120,MS SubClass_160,ExtAsbShng,ExtBrkFace,ExtCemntBd,ExtHdBoard,ExtPlywood,ExtStucco,ExtVinylSd,ExtWd Sdng,ExtWdShing,Garage QualCond,Combined Sale Type_Con,Foundation_Other
64.0,0,0,7,5,2005,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1270,0.0,0.0,2,0,2,1,3.0,6,1,0,0,2.0,1.0,0,7,175900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
64.0,0,0,5,5,1979,0,0,-0.5,-0.5,0,-0.5,-0.5,2,1.0,2240,0.0,0.0,2,0,6,2,2.0,12,1,0,0,2.0,1.0,0,6,142953,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1
50.0,1,0,8,5,1994,1,0,2.0,0.0,3,0.5,2.0,4,1.0,1494,1.0,0.0,1,1,1,1,3.0,5,1,1,4,2.0,1.0,0,5,279700,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0
70.0,0,0,5,5,1957,0,0,-0.25,0.0,1,1.0,0.0,3,1.0,1364,0.0,0.0,1,1,3,1,2.0,6,1,1,4,1.0,1.0,0,3,132000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0
73.15324675324676,0,0,9,5,2000,1,0,4.0,0.0,1,3.0,0.0,4,1.0,2153,1.0,0.0,2,1,3,1,4.5,8,1,2,5,3.0,1.0,0,5,313000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
60.0,0,1,4,6,1920,0,0,0.0,0.0,0,1.0,0.0,3,1.0,1336,0.0,0.0,1,1,3,1,2.0,7,1,0,0,1.0,1.0,0,9,108000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
60.0,0,0,7,5,2003,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1656,0.0,0.0,2,1,3,1,3.0,7,1,1,4,2.0,1.0,0,7,165400,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
65.0,1,0,6,5,1995,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1499,0.0,0.0,2,1,3,1,3.0,6,1,1,3,2.0,1.0,0,8,187000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
174.0,1,0,8,5,1995,1,0,2.0,0.0,0,3.0,0.0,4,1.0,2794,1.0,0.0,2,1,4,1,4.5,9,1,1,3,3.0,1.0,0,7,403000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
84.16551724137932,1,0,6,6,1976,0,0,0.0,0.0,0,0.5,0.0,2,1.0,2030,0.0,0.0,2,1,4,1,3.0,8,1,1,3,2.0,1.0,0,6,195000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
100.0,1,0,6,5,1961,0,0,0.0,0.0,2,2.0,0.0,2,1.0,1254,1.0,0.0,1,0,3,1,2.0,6,1,1,4,2.0,1.0,0,5,158500,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0
90.0,0,0,8,5,2002,1,0,2.0,0.0,1,3.0,0.0,4,1.0,1989,1.0,0.0,2,1,3,1,3.0,7,1,1,4,2.0,1.0,0,11,255000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
56.0,1,0,5,5,1956,0,0,0.0,0.0,0,1.0,0.0,4,0.5,1898,0.0,0.0,2,1,3,1,2.0,7,1,2,3,2.0,1.0,0,4,236500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
65.0,0,0,5,6,1966,0,0,0.0,0.0,0,1.0,0.0,2,1.0,988,1.0,0.0,1,0,3,1,2.0,5,1,0,0,1.0,1.0,0,11,129250,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
100.0,1,0,7,8,1959,0,0,0.0,0.0,0,2.0,0.0,2,1.0,1801,1.0,0.0,2,0,1,1,2.0,6,1,2,3,2.0,1.0,0,3,289000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
76.0,0,0,5,4,1976,0,0,-0.5,-0.5,0,-0.5,-0.5,2,1.0,1872,0.0,0.0,2,2,4,2,2.0,8,1,0,0,2.0,1.0,0,11,100000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
61.95324675324676,0,0,8,5,2001,1,0,2.0,0.0,1,3.0,0.0,4,1.0,2439,1.0,0.0,2,1,4,1,3.0,7,1,1,3,2.0,1.0,0,1,275000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
96.0,1,0,8,5,1999,1,0,2.0,0.0,2,0.0,0.0,4,1.0,1764,0.0,0.0,2,1,3,1,3.0,7,1,1,3,2.0,1.0,0,6,207000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
71.0,0,0,5,8,1965,0,0,0.0,0.0,1,3.0,0.0,3,1.0,1200,1.0,0.0,1,1,1,1,3.0,6,1,0,0,2.0,1.0,0,10,146000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
21.0,0,0,6,7,1972,0,0,0.0,0.0,0,2.0,0.0,4,1.0,1030,0.0,0.0,1,1,3,1,2.0,6,1,0,0,1.0,1.0,0,7,116000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0
77.15324675324676,0,0,7,5,1997,0,0,2.0,0.0,0,3.0,0.0,4,1.0,2034,1.0,0.0,2,1,3,1,3.0,8,1,0,0,2.0,1.0,0,2,219500,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
48.0,0,0,7,5,2003,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1405,0.0,0.0,2,0,2,1,3.0,6,1,1,3,2.0,1.0,0,11,173000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
51.71181102362205,0,0,4,6,1956,0,0,0.0,0.0,0,2.0,0.0,4,0.5,1229,0.0,0.0,1,0,3,1,2.0,6,1,0,0,1.0,1.0,0,4,135000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
70.0,0,0,7,5,2003,1,0,2.0,0.0,0,3.0,0.0,4,1.0,1932,1.0,0.0,2,1,3,1,3.0,7,1,1,4,2.0,1.0,0,6,213000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
91.0,0,0,6,5,1954,0,0,0.0,0.0,0,1.0,0.0,2,1.0,1299,0.0,0.0,1,0,3,1,3.0,6,1,1,3,2.0,1.0,0,10,150000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
53.0,0,0,7,5,2006,1,0,4.0,0.0,2,0.0,0.0,4,1.0,1402,0.0,2.0,0,2,2,1,3.0,7,1,1,4,3.0,1.0,0,2,194201,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
43.0,0,0,7,5,2005,1,0,2.0,0.0,0,3.0,0.0,4,1.0,1504,0.0,0.0,2,0,1,1,3.0,7,1,1,4,2.0,1.0,0,5,181000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
75.0,0,0,6,6,1958,0,0,0.0,0.0,0,1.0,0.0,3,1.0,1442,0.0,0.0,1,1,4,1,2.0,7,1,0,0,1.0,1.0,0,4,157900,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
72.0,1,0,7,5,1999,1,0,2.0,0.0,1,3.0,0.0,4,1.0,1779,1.0,0.0,2,1,3,1,3.0,7,1,1,3,2.0,1.0,0,9,217000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
85.0,0,0,8,5,2005,1,0,2.0,0.0,1,0.0,0.0,4,1.0,1953,0.0,0.0,2,1,3,1,3.0,9,1,1,4,3.0,1.0,0,5,252000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
70.0,0,0,7,5,2002,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1909,0.0,0.0,2,1,4,1,3.0,8,1,0,0,2.0,1.0,0,9,197000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
62.0,1,0,7,5,2004,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1630,0.0,0.0,2,1,3,1,3.0,7,1,1,4,2.0,1.0,0,9,189500,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
45.0,0,0,5,7,1918,0,0,0.0,0.0,0,0.0,0.0,3,1.0,1250,0.0,1.0,1,1,3,1,1.0,7,1,0,0,1.0,0.5,0,7,116000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0
72.16551724137932,0,0,6,5,1963,0,0,0.0,0.0,0,2.0,1.0,2,1.0,1328,1.0,0.0,1,1,3,1,2.0,6,1,2,4,2.0,1.0,0,6,143000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
60.0,0,0,5,7,1950,0,0,0.0,0.0,0,1.0,1.0,2,1.0,988,0.0,0.0,1,0,3,1,2.0,6,1,0,0,1.0,1.0,0,5,119000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
60.0,0,0,6,5,1954,0,0,0.0,0.0,0,1.0,0.0,1,0.5,1278,0.0,0.0,1,0,4,1,2.0,6,1,0,0,1.0,1.0,0,4,127500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
65.0,0,0,6,5,2005,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1716,0.0,0.0,2,1,3,1,3.0,7,1,0,0,2.0,1.0,0,2,200825,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
60.0,0,0,2,3,1922,0,0,0.0,0.0,0,0.0,0.0,2,0.0,498,0.0,0.0,1,0,1,1,2.0,3,1,0,0,1.0,0.0,0,2,35000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1,0
84.16551724137932,1,0,7,7,1978,1,0,2.0,0.0,0,2.0,0.0,4,1.0,2840,0.0,1.0,2,1,4,1,3.0,8,0,2,4,4.0,1.0,0,12,292500,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
21.0,0,0,6,6,1970,0,0,0.0,0.0,0,1.0,0.0,2,1.0,987,0.0,0.0,1,1,2,1,2.0,5,1,0,0,1.0,1.0,0,9,106000,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0
94.0,0,0,4,4,1927,0,0,-0.25,0.0,0,0.0,0.0,2,1.0,756,0.0,0.0,1,0,2,1,2.0,4,1,0,0,2.0,0.0,0,6,85000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
129.0,0,0,8,5,2002,1,0,4.0,0.0,3,3.0,0.0,4,1.0,1712,1.0,0.0,2,0,3,1,3.0,8,1,1,4,3.0,1.0,0,9,286500,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
53.0,0,0,6,5,1977,0,0,2.0,0.0,0,2.0,0.0,2,1.0,1069,0.0,0.0,2,0,2,1,2.0,4,1,1,2,2.0,1.0,0,7,127500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,0
75.0,0,0,7,5,2006,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1335,0.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,6,210400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
62.0,1,0,8,5,2003,2,0,4.0,0.0,3,3.0,0.0,4,1.0,1518,0.0,0.0,1,1,1,1,4.5,6,1,1,4,2.0,1.0,0,4,274000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0
107.0,1,0,8,5,2007,1,0,2.0,0.0,2,3.0,0.0,4,1.0,1780,1.0,0.0,2,1,3,1,3.0,6,1,1,4,2.0,1.0,0,1,264966,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
60.0,0,0,4,1,1910,-1,-1,0.0,-0.25,0,0.0,0.0,1,1.0,1484,0.0,0.0,2,0,3,1,2.0,6,-8,0,0,1.0,0.0,0,9,50000,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0,0,0
